VICTIM_ID,TYPE,CCR,DATE,TIME,HOUR,LOCATION,CENSUS_TRACT,NEIGHBORHOOD,ZONE,WEAPON,,MOTIVE,VICTIM_RACE,VICTIM_SEX,VICTIM_AGE,ACTOR_CT.
,Aggravated Assaults with a Firearm,13142673,7/19/13,,17, Browns Hill RD &  Imogene RD,,Squirrel Hill South,4
,Aggravated Assaults with a Firearm,13143148,7/20/13,,4,509  Johnston AV,,Hazelwood,4
,Aggravated Assaults with a Firearm,13144164,7/21/13,,16,720  Montclair ST,,Greenfield,4
,Aggravated Assaults with a Firearm,13144165,7/21/13,,13,153  Jucunda ST,,Knoxville,3
,Aggravated Assaults with a Firearm,13144277,7/21/13,,19, Hermitage ST & N Homewood AV,,Homewood North,5
,Aggravated Assaults with a Firearm,13146190,7/20/13,,8,3001  Merwyn AV,,Sheraden,6
,Aggravated Assaults with a Firearm,13146651,7/25/13,,1,5359  Broad ST,,Garfield,5
,Aggravated Assaults with a Firearm,13149907,7/29/13,,15, 2nd AV &  Hot Metal St BRDG,,South Oakland,4
,Aggravated Assaults with a Firearm,13151048,7/31/13,,0,312  Jucunda ST,,Knoxville,3
,Aggravated Assaults with a Firearm,13151760,7/31/13,,21,2524  Park Hill DR,,East Hills,5
,Aggravated Assaults with a Firearm,13152179,8/1/13,,13, Kelly ST &  Collier ST,,Homewood South,5
,Aggravated Assaults with a Firearm,13153137,8/2/13,,17,7103  Mt Vernon ST,,Homewood North,5
,Aggravated Assaults with a Firearm,13153535,8/3/13,,3,3907  Forbes AV,,North Oakland,4
,Aggravated Assaults with a Firearm,13157014,8/7/13,,20,1829  Sundeman ST,,Troy Hill,1
,Aggravated Assaults with a Firearm,13158668,8/9/13,,22, Broad ST & N Negley AV,,Garfield,5
,Aggravated Assaults with a Firearm,13161467,8/13/13,,8,2027  DeRaud ST,,West Oakland,4
,Aggravated Assaults with a Firearm,13161468,8/13/13,,6,500  First AV,,Central Business District,2
,Aggravated Assaults with a Firearm,13164624,8/17/13,,0,219  Jacksonia ST,,Central North Side,1
,Aggravated Assaults with a Firearm,13164979,8/17/13,,23,7047  Monticello ST,,Homewood North,5
,Aggravated Assaults with a Firearm,13164999,8/18/13,,0,2518  Mahon ST,,Middle Hill,2
,Aggravated Assaults with a Firearm,13165333,8/18/13,,13,220  Millbridge ST,,Allentown,3
,Aggravated Assaults with a Firearm,13165447,8/18/13,,17,403  Orchard PL,,Knoxville,3
,Aggravated Assaults with a Firearm,13165675,8/19/13,,1,327  Arabella ST,,Knoxville,3
,Aggravated Assaults with a Firearm,13166966,8/20/13,,21,7056  Hermitage ST,,Homewood North,5
,Aggravated Assaults with a Firearm,13168976,8/23/13,,16,1301  Paulson AV,,Lincoln Lemington Belmar,5
,Aggravated Assaults with a Firearm,13170429,8/25/13,,4,407  Parklow ST,,Knoxville,3
,Aggravated Assaults with a Firearm,13171392,8/26/13,,20,1517 N Lang AV,,Homewood North,5
,Aggravated Assaults with a Firearm,13171510,8/27/13,,0,6569  Rowan ST,,Lincoln Lemington Belmar,5
,Aggravated Assaults with a Firearm,13172314,8/28/13,,1, Haberman AV &  Industry ST,,Beltzhoover,3
,Aggravated Assaults with a Firearm,13173721,8/29/13,,21,308  Beltzhoover AV,,Beltzhoover,3
,Aggravated Assaults with a Firearm,13173792,8/30/13,,0,415  Jonathan CT,,Point Breeze North,4
,Aggravated Assaults with a Firearm,13177963,9/4/13,,12,7349  Bennett ST,,Homewood South,5
,Aggravated Assaults with a Firearm,13178860,9/5/13,,7,255  East Ohio ST,,Allegheny Center,1
,Aggravated Assaults with a Firearm,13180679,9/7/13,,23, Frankstown AV & N Homewood AV,,Homewood North,5
,Aggravated Assaults with a Firearm,13180949,9/7/13,,23,1212  Justine ST,,Crafton Heights,6
,Aggravated Assaults with a Firearm,13181245,9/8/13,,16, Boggs AV &  Greenbush ST,,Mount Washington,3
,Aggravated Assaults with a Firearm,13181925,9/9/13,,16,514  Curtin AV,,Beltzhoover,3
,Aggravated Assaults with a Firearm,13182009,9/9/13,,18,1302  Lowrie ST,,Troy Hill,1
,Aggravated Assaults with a Firearm,13183179,9/10/13,,11, Frankstown AV &  Bennett ST,,Homewood North,5
,Aggravated Assaults with a Firearm,13184244,3/13/13,,21,1105  PENNSYLVANIA AV,,Manchester,1
,Aggravated Assaults with a Firearm,13185301,9/14/13,,3,514  Avery ST,,East Allegheny,1
,Aggravated Assaults with a Firearm,13186120,9/15/13,,2,1062  Memory LANE,,Middle Hill,2
,Aggravated Assaults with a Firearm,13187184,9/16/13,,15,122  Zara ST,,Knoxville,3
,Aggravated Assaults with a Firearm,13188102,9/17/13,,19,7604  Kelly ST,,Homewood South,5
,Aggravated Assaults with a Firearm,13188375,9/18/13,,8,2316  Osgood ST,,Perry South,1
,Aggravated Assaults with a Firearm,13188492,9/16/13,,0,165  Burrows ST,,Terrace Village,2
,Aggravated Assaults with a Firearm,13188961,9/19/13,,0,7232  Hamilton AV,,Homewood South,5
,Aggravated Assaults with a Firearm,13189628,9/19/13,,22,5100  Gloster ST,,Hazelwood,4
,Aggravated Assaults with a Firearm,13191793,9/22/13,,23,1441  Woods Run AV,,Marshall Shadeland,1
,Aggravated Assaults with a Firearm,13191847,9/23/13,,1,1216  Woods Run AV,,Brighton Heights,1
,Aggravated Assaults with a Firearm,13195437,9/27/13,,21,7154  Tilden ST,,Lincoln Lemington Belmar,5
,Aggravated Assaults with a Firearm,13196767,9/29/13,,18, Monticello ST & N Lang AV,,Homewood North,5
,Aggravated Assaults with a Firearm,13197628,9/30/13,,22,1214  Lindberg AV,,Lincoln Place,4
,Aggravated Assaults with a Firearm,13198481,10/2/13,,1,6910  Churchland ST,,Lincoln Lemington Belmar,5
,Aggravated Assaults with a Firearm,13200641,10/4/13,,20,1026  Lakewood ST,,Elliott,6
,Aggravated Assaults with a Firearm,13201065,10/5/13,,11,2 E Chester ST,,Lincoln Lemington Belmar,5
,Aggravated Assaults with a Firearm,13201956,10/6/13,,16,7625  Bennett ST,,Homewood South,5
,Aggravated Assaults with a Firearm,13205277,10/11/13,,9,1723  Belleau DR,,Fineview,1
,Aggravated Assaults with a Firearm,13205695,10/11/13,,20,3500  Massachusetts AV,,Brighton Heights,1
,Aggravated Assaults with a Firearm,13207240,10/13/13,,23,55  Sterling ST,,South Side Slopes,3
,Aggravated Assaults with a Firearm,13209310,10/15/13,,20,132  Rhine PL,,Spring Hill,1
,Aggravated Assaults with a Firearm,13210097,10/17/13,,14, Kirkpatrick ST &  Reed ST,,Terrace Village,2
,Aggravated Assaults with a Firearm,13210955,10/19/13,,3,1514  Monterey ST,,Central North Side,1
,Aggravated Assaults with a Firearm,13211501,10/20/13,,0,1524  Brighton PL,,California Kirkbride,1
,Aggravated Assaults with a Firearm,13216669,10/27/13,,21,315  Michigan ST,,Beltzhoover,3
,Aggravated Assaults with a Firearm,13217356,10/28/13,,22,1100  Woodbine ST,,Stanton Hgts,5
,Aggravated Assaults with a Firearm,13217419,10/29/13,,1,1501 N Lang AV,,Homewood North,5
,Aggravated Assaults with a Firearm,13217821,9/12/13,,0,270  Fern ST,,Garfield,5
,Aggravated Assaults with a Firearm,13218171,10/30/13,,5,212  Carver ST,,Larimer,5
,Aggravated Assaults with a Firearm,13218947,10/31/13,,9, Hawk WY &  Redlyn ST,,Knoxville,3
,Aggravated Assaults with a Firearm,13219562,11/1/13,,3, Charcot ST &  Rieger WY,,Arlington,3
,Aggravated Assaults with a Firearm,13222011,11/3/13,,22,3021  Brereton ST,,Polish Hill,2
,Aggravated Assaults with a Firearm,13223625,11/7/13,,0,6801  Frankstown AV,,Homewood West,5
,Aggravated Assaults with a Firearm,13225381,11/9/13,,14,1900  Robinson BL,,East Hills,5
,Aggravated Assaults with a Firearm,13226074,11/10/13,,13,3123  Cordell PL,,Arlington Heights,3
,Aggravated Assaults with a Firearm,13227248,11/12/13,,9,218  Zara ST,,Knoxville,3
,Aggravated Assaults with a Firearm,13228781,11/14/13,,13,N Charles ST &  Perrysville AV,,Perry South,1
,Aggravated Assaults with a Firearm,13229434,11/15/13,,12,132  Chalfont ST,,Beltzhoover,3
,Aggravated Assaults with a Firearm,13230892,11/17/13,,10,121  Maywood ST,,Perry South,1
,Aggravated Assaults with a Firearm,13232518,11/19/13,,17,835  Boggs AV,,Mount Washington,3
,Aggravated Assaults with a Firearm,13232719,11/19/13,,22,5879  Darlington RD,,Squirrel Hill South,4
,Aggravated Assaults with a Firearm,13234786,11/23/13,,0,310  Cedar AV,,East Allegheny,1
,Aggravated Assaults with a Firearm,13237202,11/26/13,,20,2001  Swissvale AV,,East Hills,5
,Aggravated Assaults with a Firearm,13240941,12/2/13,,8,489  Norton ST,,Mount Washington,3
,Aggravated Assaults with a Firearm,13241564,12/4/13,,5,7507  Mulford ST,,Homewood South,5
,Aggravated Assaults with a Firearm,13241994,12/4/13,,18,301 E Mc Intyre AV,,Perry South,1
,Aggravated Assaults with a Firearm,13243538,12/7/13,,3,3100  Mission ST,,South Side Slopes,3
,Aggravated Assaults with a Firearm,13243544,12/7/13,,4,443  Rosedale ST,,Homewood South,5
,Aggravated Assaults with a Firearm,13244396,12/8/13,,14,1920  Westmont AV,,Carrick,3
,Aggravated Assaults with a Firearm,13246861,12/12/13,,15,255 E Ohio ST,,Allegheny Center,1
,Aggravated Assaults with a Firearm,13247398,12/13/13,,11,1400  Washington BL,,Lincoln Lemington Belmar,5
,Aggravated Assaults with a Firearm,13248220,12/14/13,,18, Upland ST & N Lang AV,,Homewood North,5
,Aggravated Assaults with a Firearm,13250450,12/18/13,,15, B ST &  California AV,,California Kirkbride,1
,Aggravated Assaults with a Firearm,13250672,12/18/13,,21, Manhattan ST &  Nixon ST,,Manchester,1
,Aggravated Assaults with a Firearm,13251318,12/19/13,,23,2245  Wilner DR,,East Hills,5
,Aggravated Assaults with a Firearm,13253248,12/22/13,,20,7024  Upland ST,,Homewood North,5
,Aggravated Assaults with a Firearm,13253518,12/23/13,,10,866  Mt Pleasant RD,,Northview Heights,1
,Aggravated Assaults with a Firearm,13253788,12/23/13,,19,7208  Mt Vernon ST,,Homewood North,5
,Aggravated Assaults with a Firearm,13254310,12/24/13,,21,1323 N Lang AV,,Homewood North,5
,Aggravated Assaults with a Firearm,13255825,12/28/13,,2,2123  Wrights WY,,South Side Flats,3
,Aggravated Assaults with a Firearm,13255838,12/28/13,,2, Stratmore ST &  Clairtonica ST,,Crafton Heights,6
,Aggravated Assaults with a Firearm,14000398,1/1/14,,0,3012  Vancroft ST,,Upper Hill,2
,Aggravated Assaults with a Firearm,14000589,1/1/14,,22,4710  Baum BL,,Bloomfield,5
,Aggravated Assaults with a Firearm,14000671,1/2/14,,2,424  Charles ST,,Knoxville,3
,Aggravated Assaults with a Firearm,14003700,1/6/14,,21,5160  Penn AV,,Bloomfield,5
,Aggravated Assaults with a Firearm,14007403,1/12/14,,15,800  Blossom WY,,East Allegheny,1
,Aggravated Assaults with a Firearm,14009066,1/14/14,,22, Perrysville AV & N Charles ST,,Perry South,1
,Aggravated Assaults with a Firearm,14009970,10/1/13,,9,915  Liberty AV,,Central Business District,2
,Aggravated Assaults with a Firearm,14014434,1/22/14,,12,466  Wabana ST,,Perry North,1
,Aggravated Assaults with a Firearm,14014633,1/20/14,,4,1409  Orator ST,,Chartiers City,6
,Aggravated Assaults with a Firearm,14015179,1/24/14,,13, Arlington AV &  St Patrick ST,,South Side Slopes,3
,Aggravated Assaults with a Firearm,14016124,1/26/14,,0,2852  Penn AV,,Strip District,2
,Aggravated Assaults with a Firearm,14018450,1/29/14,,20, Burrows ST &  Brackenridge ST,,Terrace Village,2
,Aggravated Assaults with a Firearm,14020831,2/2/14,,1, Ashlyn ST &  Bergman ST,,Sheraden,6
,Aggravated Assaults with a Firearm,14023703,2/6/14,,20,606 N Homewood AV,,Homewood South,5
,Aggravated Assaults with a Firearm,14026890,2/12/14,,0, 5th AV &  Pride ST,,Bluff,2
,Aggravated Assaults with a Firearm,14026905,2/12/14,,1, Kelly ST & N Homewood AV,,Homewood South,5
,Aggravated Assaults with a Firearm,14027128,2/12/14,,0,1517  Federal ST,,Central North Side,1
,Aggravated Assaults with a Firearm,14030105,2/17/14,,4,1615  Clairtonica ST,,Crafton Heights,6
,Aggravated Assaults with a Firearm,14031823,2/19/14,,21,2134  Rhine ST,,Spring Hill,1
,Aggravated Assaults with a Firearm,14034009,2/22/14,,21,2440  Wylie AV,,Middle Hill,2
,Aggravated Assaults with a Firearm,14038572,2/28/14,,23,343  Smith WY,,Mount Washington,3
,Aggravated Assaults with a Firearm,14041168,3/5/14,,15,1635  Sandusky CT,,Fineview,1
,Aggravated Assaults with a Firearm,14042101,3/7/14,,0,621  Winfield ST,,Larimer,5
,Aggravated Assaults with a Firearm,14043519,3/9/14,,2, Rosedale ST &  Madiera ST,,Homewood South,5
,Aggravated Assaults with a Firearm,14045271,3/11/14,,19,660  1st AV,,Central Business District,2
,Aggravated Assaults with a Firearm,14049307,3/17/14,,9, Perrysville AV & N Charles ST,,Perry South,1
,Aggravated Assaults with a Firearm,14052437,3/22/14,,5,7724  Formosa WY,,Homewood South,5
,Aggravated Assaults with a Firearm,14054182,3/24/14,,22,7340  Hamilton AV,,Homewood South,5
,Aggravated Assaults with a Firearm,14054743,3/25/14,,18,849  Brightridge ST,,Perry South,1
,Aggravated Assaults with a Firearm,14054880,3/25/14,,21,6904  Chaucer ST,,Homewood West,5
,Aggravated Assaults with a Firearm,14056228,3/27/14,,22,1044  Brushton AV,,Homewood North,5
,Aggravated Assaults with a Firearm,14057570,3/29/14,,21,2351  Brownsville RD,,Carrick,3
,Aggravated Assaults with a Firearm,14057651,3/30/14,,0,2303  East Hills DR,,East Hills,5
,Aggravated Assaults with a Firearm,14058944,3/31/14,,23,201 N Graham ST,,Garfield,5
,Aggravated Assaults with a Firearm,14058975,4/1/14,,0,7904  Hamilton AV,,Homewood South,5
,Aggravated Assaults with a Firearm,14059090,4/1/14,,0,7902  Hamilton AV,,Homewood South,5
,Aggravated Assaults with a Firearm,14059787,4/2/14,,2,3025  Zephyr AV,,Sheraden,6
,Aggravated Assaults with a Firearm,14060407,4/2/14,,22,601  Brushton AV,,Homewood South,5
,Aggravated Assaults with a Firearm,14061175,4/3/14,,21,135  Zara ST,,Knoxville,3
,Aggravated Assaults with a Firearm,14061518,4/4/14,,14, Eckert ST &  Lecky AV,,Marshall Shadeland,1
,Aggravated Assaults with a Firearm,14062779,4/6/14,,6,6424  Apple AV,,Lincoln Lemington Belmar,5
,Aggravated Assaults with a Firearm,14067187,4/12/14,,1, Butler ST &  Baker ST,,Morningside,5
,Aggravated Assaults with a Firearm,14068589,4/13/14,,23,5620  2nd AV,,Hazelwood,4
,Aggravated Assaults with a Firearm,14068595,4/13/14,,23, Brackenridge ST &  Oak Hill DR,,Terrace Village,2
,Aggravated Assaults with a Firearm,14071369,4/17/14,,22,5011  Dearborn ST,,Garfield,5
,Aggravated Assaults with a Firearm,14072148,4/19/14,,1,1514 E Carson ST,,South Side Flats,3
,Aggravated Assaults with a Firearm,14072513,4/19/14,,14, Broad ST & N Evaline ST,,Garfield,5
,Aggravated Assaults with a Firearm,14072673,4/19/14,,20,3325  Juliet ST,,South Oakland,4
,Aggravated Assaults with a Firearm,14073158,4/20/14,,15,1108  Speck ST,,Brighton Heights,1
,Aggravated Assaults with a Firearm,14074585,4/22/14,,20,5600  Broad ST,,East Liberty,5
,Aggravated Assaults with a Firearm,14074887,4/23/14,,11, Grape ST &  Knox AV,,Knoxville,3
,Aggravated Assaults with a Firearm,14076371,4/25/14,,16,135  Zara ST,,Knoxville,3
,Aggravated Assaults with a Firearm,14077415,4/27/14,,2,1322 E Carson ST,,South Side Flats,3
,Aggravated Assaults with a Firearm,14081277,5/3/14,,1,109 E Agnew AV,,Carrick,3
,Aggravated Assaults with a Firearm,14081305,5/3/14,,2, East Liberty BL &  Penn AV,,Shadyside,4
,Aggravated Assaults with a Firearm,14081822,5/3/14,,23,3141  Cordell PL,,Arlington Heights,3
,Aggravated Assaults with a Firearm,14082213,5/4/14,,16,7819  Hamilton AV,,Homewood South,5
,Aggravated Assaults with a Firearm,14085246,5/8/14,,21,1535  Summerdale ST,,Windgap,6
,Aggravated Assaults with a Firearm,14085250,5/8/14,,21, Woodlow ST &  Crucible ST,,Crafton Heights,6
,Aggravated Assaults with a Firearm,14086290,5/10/14,,3, Shetland ST &  Victor WY,,Larimer,5
,Aggravated Assaults with a Firearm,14088751,5/13/14,,15,7352  Hamilton AV,,Homewood South,5
,Aggravated Assaults with a Firearm,14089982,5/14/14,,22,1527  Summerdale ST,,Windgap,6
,Aggravated Assaults with a Firearm,14090654,5/15/14,,21,748  Brownsville RD,,Mount Oliver,3
,Aggravated Assaults with a Firearm,14091416,5/16/14,,23,947  Woodlow ST,,Crafton Heights,6
,Aggravated Assaults with a Firearm,14091587,5/17/14,,5,2441  Bedford AV,,Bedford Dwellings,2
,Aggravated Assaults with a Firearm,14094179,5/20/14,,22, Arch ST &  Samsonia WY,,Central North Side,1
,Aggravated Assaults with a Firearm,14096537,5/24/14,,1,1283  Lakewood ST,,West End,6
,Aggravated Assaults with a Firearm,14096943,5/22/14,,17,1115  Amanda ST,,Carrick,3
,Aggravated Assaults with a Firearm,14097304,5/25/14,,2,7227  Idlewild ST,,Homewood North,5
,Aggravated Assaults with a Firearm,14100044,5/28/14,,15,8350  Frankstown AV,,East Hills,5
,Aggravated Assaults with a Firearm,14101288,5/30/14,,16,3417  Fleming AV,,Brighton Heights,1
,Aggravated Assaults with a Firearm,14101548,5/30/14,,22,6900  Apple AV,,Lincoln Lemington Belmar,5
,Aggravated Assaults with a Firearm,14102231,5/31/14,,18,7082  Lemington AV,,Lincoln Lemington Belmar,5
,Aggravated Assaults with a Firearm,14104123,6/3/14,,8,220 S Fairmount ST,,Friendship,5
,Aggravated Assaults with a Firearm,14105468,6/4/14,,22,2723  Sacramento AV,,Sheraden,6
,Aggravated Assaults with a Firearm,14105950,6/5/14,,16, Schuler ST &  Mountain AV,,St. Clair,3
,Aggravated Assaults with a Firearm,14106255,6/5/14,,22,800  Suismon ST,,East Allegheny,1
,Aggravated Assaults with a Firearm,14107028,6/6/14,,21,1335 N Franklin ST,,Manchester,1
,Aggravated Assaults with a Firearm,14107044,6/6/14,,22,135  Jucunda ST,,Knoxville,3
,Aggravated Assaults with a Firearm,14107136,6/7/14,,0, Meadville ST &  Belleau ST,,Fineview,1
,Aggravated Assaults with a Firearm,14107828,6/7/14,,23,14  Boston ST,,Marshall Shadeland,1
,Aggravated Assaults with a Firearm,14108181,6/8/14,,13,1324  Heart CT,,Homewood North,5
,Aggravated Assaults with a Firearm,14108848,6/9/14,,16,900  Mellon ST,,Highland Park,5
,Aggravated Assaults with a Firearm,14113128,6/14/14,,22,1704  Belleau DR,,Fineview,1
,Aggravated Assaults with a Firearm,14113166,6/15/14,,3,2333  Perrysville AV,,Perry South,1
,Aggravated Assaults with a Firearm,14114282,6/16/14,,23, Sandusky CT &   ,,Fineview,1
,Aggravated Assaults with a Firearm,14115280,6/17/14,,22,1030  Strahley PL,,Elliott,6
,Aggravated Assaults with a Firearm,14117288,6/20/14,,22,408  Daytona ST,,Knoxville,3
,Aggravated Assaults with a Firearm,14118846,6/20/14,,12,104  Freeland ST,,Beltzhoover,3
,Aggravated Assaults with a Firearm,14119158,6/23/14,,3,6910  Churchland ST,,Lincoln Lemington Belmar,5
,Aggravated Assaults with a Firearm,14119166,6/23/14,,2, Lincoln AV &  Churchland ST,,Lincoln Lemington Belmar,5
,Aggravated Assaults with a Firearm,14121659,6/26/14,,0, Bailey AV &  Haberman AV,,Mount Washington,3
,Aggravated Assaults with a Firearm,14121725,6/26/14,,1,3517  Fleming AV,,Brighton Heights,1
,Aggravated Assaults with a Firearm,14122059,6/26/14,,3,83 E Amanda AV,,Knoxville,3
,Aggravated Assaults with a Firearm,14124816,6/29/14,,20, Allen ST & E Warrington AV,,Allentown,3
,Aggravated Assaults with a Firearm,14125511,6/30/14,,18,139  Bausman ST,,Knoxville,3
,Aggravated Assaults with a Firearm,14126059,7/1/14,,12,4725  Liberty AV,,Bloomfield,5
,Aggravated Assaults with a Firearm,14126167,7/1/14,,15,3517  Fleming AV,,Brighton Heights,1
,Aggravated Assaults with a Firearm,14127236,7/2/14,,20,1616  High ST,,Spring Garden,1
,Aggravated Assaults with a Firearm,14129927,7/6/14,,1,2336  Edgebrook AV,,Brookline,6
,Aggravated Assaults with a Firearm,14130708,7/7/14,,5,547  Paulson AV,,Larimer,5
,Aggravated Assaults with a Firearm,14130850,7/7/14,,10,163  Penfort ST,,Northview Heights,1
,Aggravated Assaults with a Firearm,14135292,7/12/14,,19, Shetland ST &  Winfield ST,,Lincoln Lemington Belmar,5
,Aggravated Assaults with a Firearm,14135486,7/12/14,,23,3210  Lecky AV,,Marshall Shadeland,1
,Aggravated Assaults with a Firearm,14136887,7/14/14,,21,5536  Baywood ST,,East Liberty,5
,Aggravated Assaults with a Firearm,14137695,7/15/14,,21,1000  Arch ST,,Allegheny Center,1
,Aggravated Assaults with a Firearm,14140174,7/18/14,,22,915  Washington BL,,Larimer,5
,Aggravated Assaults with a Firearm,14140186,7/3/14,,11,97  Hornaday RD,,Carrick,3
,Aggravated Assaults with a Firearm,14140314,7/19/14,,1,224  Cedarhurst ST,,Beltzhoover,3
,Aggravated Assaults with a Firearm,14140391,7/19/14,,2,2532  Penn AV,,Strip District,2
,Aggravated Assaults with a Firearm,14142567,7/21/14,,22, Oakwood ST &  Frankstown AV,,Homewood North,5
,Aggravated Assaults with a Firearm,14145982,7/26/14,,3, Knox AV &  Grape ST,,Knoxville,3
,Aggravated Assaults with a Firearm,14147378,7/28/14,,0,1415  Columbus AV,,Manchester,1
,Aggravated Assaults with a Firearm,14147390,7/28/14,,0,183  Knox AV,,Knoxville,3
,Aggravated Assaults with a Firearm,14148118,7/28/14,,0,181  Knox AV,,Knoxville,3
,Aggravated Assaults with a Firearm,14152406,8/3/14,,4,227  Zara ST,,Knoxville,3
,Aggravated Assaults with a Firearm,14152539,8/3/14,,17,227  Seabright ST,,Perry South,1
,Aggravated Assaults with a Firearm,14154204,8/5/14,,23,6400  Apple AV,,Lincoln Lemington Belmar,5
,Aggravated Assaults with a Firearm,14154295,8/4/14,,1,1322  Lieb WY,,Marshall Shadeland,1
,Aggravated Assaults with a Firearm,14154473,8/5/14,,23,6442  Apple AV,,Lincoln Lemington Belmar,5
,Aggravated Assaults with a Firearm,14155101,8/7/14,,2, Frankstown AV &  Oakwood ST,,Homewood North,5
,Aggravated Assaults with a Firearm,14157462,8/10/14,,0, Linwood AV &  Trimber ST,,Perry South,1
,Aggravated Assaults with a Firearm,14159528,8/7/14,,13,115  Rochelle ST,,Knoxville,3
,Aggravated Assaults with a Firearm,14160553,8/13/14,,23,1522  Lowrie ST,,Troy Hill,1
,Aggravated Assaults with a Firearm,14161283,8/15/14,,0,340 N Taylor AV,,Central North Side,1
,Aggravated Assaults with a Firearm,14161335,8/15/14,,2,2343  Maple AV,,Perry South,1
,Aggravated Assaults with a Firearm,14163893,8/18/14,,13, Belplain ST &  Brownsville RD,,Carrick,3
,Aggravated Assaults with a Firearm,14163902,8/18/14,,14, Centre AV & S Highland AV,,Shadyside,4
,Aggravated Assaults with a Firearm,14164444,8/19/14,,6,5205  Glenwood AV,,Hazelwood,4
,Aggravated Assaults with a Firearm,14164927,8/19/14,,20,6001  Centre AV,,East Liberty,5
,Aggravated Assaults with a Firearm,14165673,8/20/14,,18,1301  Overcliff ST,,Marshall Shadeland,1
,Aggravated Assaults with a Firearm,14166080,8/21/14,,13,1118  Paulson AV,,Lincoln Lemington Belmar,5
,Aggravated Assaults with a Firearm,14168058,8/23/14,,23,104  Lake DR,,Highland Park,5
,Aggravated Assaults with a Firearm,14169546,8/25/14,,22,300  Millbridge ST,,Allentown,3
,Aggravated Assaults with a Firearm,14169786,8/25/14,,22,220  Millbridge ST,,Allentown,3
,Aggravated Assaults with a Firearm,14170006,8/26/14,,15,5420  Stanton AV,,East Liberty,5
,Aggravated Assaults with a Firearm,14170049,8/15/14,,16, Arlington AV &  Josephine ST,,Arlington Heights,3
,Aggravated Assaults with a Firearm,14172032,8/29/14,,0,2337  Spring ST,,Arlington,3
,Aggravated Assaults with a Firearm,14173903,8/31/14,,2,2121  Forbes AV,,Bluff,2
,Aggravated Assaults with a Firearm,14174826,9/1/14,,22,7734  Susquehanna ST,,Homewood South,5
,Aggravated Assaults with a Firearm,14175329,9/2/14,,15,7520  Hamilton AV,,Homewood South,5
,Aggravated Assaults with a Firearm,14176447,9/3/14,,0,1824  Ley ST,,Troy Hill,1
,Aggravated Assaults with a Firearm,14177159,9/4/14,,21,102  Redlyn ST,,Knoxville,3
,Aggravated Assaults with a Firearm,14177719,9/5/14,,16, Bedford AV &  Chauncey DR,,Bedford Dwellings,2
,Aggravated Assaults with a Firearm,14179235,9/7/14,,12, Perrysville AV & N Charles ST,,Perry South,1
,Aggravated Assaults with a Firearm,14179412,9/7/14,,20,1441  Woods Run AV,,Marshall Shadeland,1
,Aggravated Assaults with a Firearm,14181285,9/10/14,,13,928  Berkshire AV,,Brookline,6
,Aggravated Assaults with a Firearm,14181674,9/11/14,,0,1404  Amanda ST,,Carrick,3
,Aggravated Assaults with a Firearm,14182693,9/12/14,,12,2234  Webster AV,,Middle Hill,2
,Aggravated Assaults with a Firearm,14184418,9/14/14,,22, Essen ST &  Penfort ST,,Northview Heights,1
,Aggravated Assaults with a Firearm,14187485,9/19/14,,7,523  Morgan ST,,Middle Hill,2
,Aggravated Assaults with a Firearm,14189566,9/22/14,,3,416  Daytona ST,,Knoxville,3
,Aggravated Assaults with a Firearm,14190060,9/22/14,,20,728  Mercer ST,,Crawford Roberts,2
,Aggravated Assaults with a Firearm,14194302,9/28/14,,16,619  Climax ST,,Allentown,3
,Aggravated Assaults with a Firearm,14194868,9/29/14,,11, Oakfield WY &   ,,Beltzhoover,3
,Aggravated Assaults with a Firearm,14197604,10/2/14,,22,7631  Susquehanna ST,,Homewood South,5
,Aggravated Assaults with a Firearm,14199292,10/5/14,,10,401  Moore AV,,Knoxville,3
,Aggravated Assaults with a Firearm,14200925,10/7/14,,21,108  zara ST,,Knoxville,3
,Aggravated Assaults with a Firearm,14201482,10/8/14,,16,2052  Bentley DR,,Terrace Village,2
,Aggravated Assaults with a Firearm,14201989,10/9/14,,10,300  Arabella ST,,Knoxville,3
,Aggravated Assaults with a Firearm,14202184,10/9/14,,16,36  Elmore ST,,Middle Hill,2
,Aggravated Assaults with a Firearm,14202220,10/9/14,,17,5  Hot Metal ST,,South Side Flats,3
,Aggravated Assaults with a Firearm,14202747,10/10/14,,12,1903  Rose ST,,Crawford Roberts,2
,Aggravated Assaults with a Firearm,14203506,10/11/14,,14,480  Oak Hill DR,,Terrace Village,2
,Aggravated Assaults with a Firearm,14204041,10/12/14,,2,5544  Columbo ST,,Garfield,5
,Aggravated Assaults with a Firearm,14205080,10/14/14,,1, Bigelow BL &  Herron AV,,Strip District,2
,Aggravated Assaults with a Firearm,14205419,10/14/14,,15,10  Bucyrus ST,,Elliott,6
,Aggravated Assaults with a Firearm,14208132,10/18/14,,9,2205  Rose ST,,Crawford Roberts,2
,Aggravated Assaults with a Firearm,14208169,10/17/14,,10,6614.5  Rowan ST,,Lincoln Lemington Belmar,5
,Aggravated Assaults with a Firearm,14208175,10/18/14,,10,6712  Rowan ST,,Lincoln Lemington Belmar,5
,Aggravated Assaults with a Firearm,14208601,10/19/14,,1,6640  Rowan ST,,Lincoln Lemington Belmar,5
,Aggravated Assaults with a Firearm,14209553,10/20/14,,7,5516  Baywood ST,,East Liberty,5
