VICTIM_ID,TYPE,CCR,DATE,TIME,HOUR,LOCATION,bing_type,bing_confidence,bing_latitude,combined_latitude,hand_latitude,bing_longitude,combined_longitude,hand_longitude,,mapquest_type,mapquest_class,mapquest_latitude,mapquest_longitude,CENSUS_TRACT,NEIGHBORHOOD,ZONE,WEAPON,,MOTIVE,VICTIM_RACE,VICTIM_SEX,VICTIM_AGE,ACTOR_CT.
,Aggravated Assaults with a Firearm,10292319,12/26/10,,15,Knox AV & Moore AV,RoadIntersection,High,40.4114002,40.4114002,,-79.9904003,-79.9904003,,,,,,,,Knoxville,3,,,,,,,
,Non-fatal Shooting,10290777,12/23/10,,0,Lydia ST & Bigelow ST,RoadIntersection,High,40.41886323,40.41886323,,-79.94099858,-79.94099858,,,,,,,,Greenfield,4,,Firearm,,,,,
,Aggravated Assaults with a Firearm,10290232,12/22/10,,0,2962 Stafford ST,Address,High,40.4575386,40.4575386,,-80.05094147,-80.05094147,,,house,place,40.45720132,-80.05078733,,Sheraden,6,,,,,,,
,Aggravated Assaults with a Firearm,10290481,12/21/10,,18,KEDRON ST & N MURTLAND ST,RoadIntersection,High,40.46192228,40.46192228,,-79.89978315,-79.89978315,,,,,,,,Homewood West,5,,,,,,,
,Non-fatal Shooting,10289422,12/20/10,,15,Vinceton ST & Wabana ST,RoadIntersection,High,40.49175985,40.49175985,,-80.02220996,-80.02220996,,,,,,,,Perry North,1,,Firearm,,,,,
,Non-fatal Shooting,10288399,12/18/10,,16,5615 Broad ST,Address,High,40.46441808,40.46441808,,-79.9296657,-79.9296657,,,house,place,40.46444671,-79.92965729,,Garfield,5,,Firearm,,,,,
,Non-fatal Shooting,10287300,12/16/10,,19,Rose ST & Elmore ST,RoadIntersection,High,40.44394035,40.44394035,,-79.97678754,-79.97678754,,,,,,,,Middle Hill,2,,Firearm,,,,,
,Non-fatal Shooting,10285099,12/12/10,,16,5007 Dearborn ST,Address,High,40.46608353,40.46608353,,-79.94359589,-79.94359589,,,house,place,40.46596262,-79.94379586,,Garfield,5,,Firearm,,,,,
,Aggravated Assaults with a Firearm,10284787,12/12/10,,0,Welsford ST & Zulema ST,RoadIntersection,High,40.43588577,40.43588577,,-79.9553206,-79.9553206,,,,,,,,Central Oakland,4,,,,,,,
,Aggravated Assaults with a Firearm,10284761,12/11/10,,23,709 Collins AV,Address,High,40.467651,40.467651,,-79.918716,-79.918716,,,residential,highway,40.3983575,-79.8395685,,East Liberty,5,,,,,,,
,Non-fatal Shooting,10283912,12/10/10,,15,4779 Liberty AV,Address,High,40.461109,40.461109,,-79.947387,-79.947387,,,house,place,40.46094816,-79.94753766,,Bloomfield,5,,Firearm,,,,,
,Aggravated Assaults with a Firearm,10283766,12/10/10,,9,Liberty AV & 16TH ST,RoadIntersection,High,40.44823028,40.44823028,,-79.9868799,-79.9868799,,,,,,,,Strip District,2,,,,,,,
,Aggravated Assaults with a Firearm,10284153,12/10/10,,22,Penfort ST & Mt Pleasant RD,RoadIntersection,High,40.47701083,40.47701083,,-79.99950244,-79.99950244,,,,,,,,Northview Heights,1,,,,,,,
,Non-fatal Shooting,10281330,12/6/10,,1,Joseph ST & Thompson ST,RoadIntersection,High,40.46570743,40.46570743,,-79.91047286,-79.91047286,,,,,,,,Larimer,5,,Firearm,,,,,
,Aggravated Assaults with a Firearm,10280897,12/5/10,,2,3955 Forbes AV,Address,High,40.44275187,40.44275187,,-79.9553331,-79.9553331,,,primary,highway,40.4395608,-79.8994473,,North Oakland,4,,,,,,,
,Aggravated Assaults with a Firearm,10280906,12/5/10,,2,1 Bigelow SQ,Address,High,40.44052505,40.44052505,,-79.99402618,-79.99402618,,,hotel,tourism,40.4404721,-79.99397952,,Central Business District,2,,,,,,,
,Aggravated Assaults with a Firearm,10279477,12/2/10,,18,4133 Liberty AV,Address,High,40.463813,40.463813,,-79.953254,-79.953254,,,house,place,40.4633318,-79.95478943,,Bloomfield,5,,,,,,,
,Aggravated Assaults with a Firearm,10277049,11/28/10,,16,1231 Dickson ST,Address,High,40.47002591,40.47002591,,-80.02879411,-80.02879411,,,house,place,40.4699835,-80.0287515,,Marshall Shadeland,1,,,,,,,
,Non-fatal Shooting,10275659,11/26/10,,2,Smallman ST & 19th ST,RoadIntersection,High,40.45131013,40.45131013,,-79.98530008,-79.98530008,,,,,,,,Strip District,2,,Firearm,,,,,
,Aggravated Assaults with a Firearm,10275484,11/25/10,,17,313 Mc Kinley ST,Address,High,40.40960693,40.40960693,,-79.99391174,-79.99391174,,,,,,,,Knoxville,3,,,,,,,
,Non-fatal Shooting,10274550,11/23/10,,22,3918 Howley ST,Address,High,40.46316147,40.46316147,,-79.95879364,-79.95879364,,,house,place,40.46322403,-79.95907582,,Lower Lawrenceville,2,,Firearm,,,,,
,Aggravated Assaults with a Firearm,10274027,11/23/10,,4,363 Stratford AV,Address,High,40.458839,40.458839,,-79.934288,-79.934288,,,house,place,40.45886215,-79.9343273,,Friendship,5,,,,,,,
,Aggravated Assaults with a Firearm,10273678,11/22/10,,17,18 Divinity ST,Address,High,40.46302032,40.46302032,,-80.0120697,-80.0120697,,,house,place,40.4631051,-80.0121052,,Perry South,1,,,,,,,
,Non-fatal Shooting,10272514,11/20/10,,20,E North AV & Sandusky ST,RoadIntersection,High,40.45584763,40.45584763,,-80.00453759,-80.00453759,,,,,,,,Central North Side,1,,Firearm,,,,,
,Aggravated Assaults with a Firearm,10272085,11/20/10,,6,600 Johnston AV,Address,High,40.40504672,40.40504672,,-79.9363672,-79.9363672,,,house,place,40.40497754,-79.93630605,,Glen Hazel,4,,,,,,,
,Non-fatal Shooting,10271848,11/19/10,,20,Liberty AV & Smithfield ST,RoadIntersection,High,40.44330977,40.44330977,,-79.99647014,-79.99647014,,,bus_stop,highway,40.4431963,-79.9967586,,Central Business District,2,,Firearm,,,,,
,Aggravated Assaults with a Firearm,10271716,11/19/10,,17,N Negley AV & Black ST,RoadIntersection,High,40.46873332,40.46873332,,-79.92747457,-79.92747457,,,,,,,,East Liberty,5,,,,,,,
,Aggravated Assaults with a Firearm,10271212,11/18/10,,22,1102 Woodland AV,Address,High,40.47003555,40.47003555,,-80.02625275,-80.02625275,,,residential,highway,40.4690771,-80.0300983,,Marshall Shadeland,1,,,,,,,
,Non-fatal Shooting,10269995,11/17/10,,1,Wylie AV & Chauncey ST,RoadIntersection,High,40.44739008,40.44739008,,-79.97335017,-79.97335017,,,,,,,,Middle Hill,2,,Firearm,,,,,
,Non-fatal Shooting,10270514,11/17/10,,18,154 Hazlett ST,Address,High,40.47709018,40.47709018,,-80.00135578,-80.00135578,,,house,place,40.4770891,-80.0006891,,Northview Heights,1,,Firearm,,,,,
,Aggravated Assaults with a Firearm,10268650,11/14/10,,17,4036 Vinceton ST,Address,High,40.49140167,40.49140167,,-80.02206421,-80.02206421,,,house,place,40.4914134,-80.0221236,,Perry North,1,,,,,,,
,Non-fatal Shooting,10267600,11/13/10,,4,1507 5th AV,Address,High,40.43873978,40.43873978,,-79.98469543,-79.98469543,,,primary,highway,40.4468715,-79.9496369,,Crawford Roberts,2,,Firearm,,,,,
,Non-fatal Shooting,10266685,11/11/10,,21,23 Meritt AV,Address,High,40.383586,40.383586,,-79.978553,-79.978553,,,house,place,40.3836659,-79.9784659,,Carrick,3,,Firearm,,,,,
,Non-fatal Shooting,10265884,11/10/10,,16,Race ST & Collier ST,RoadIntersection,High,40.45783898,40.45783898,,-79.89133588,-79.89133588,,,,,,,,Homewood North,5,,Firearm,,,,,
,Non-fatal Shooting,10261389,11/3/10,,18,7332 Race ST,Address,High,40.45773697,40.45773697,,-79.8917923,-79.8917923,,,house,place,40.45809869,-79.89281956,,Homewood North,5,,Firearm,,,,,
,Non-fatal Shooting,10261440,11/3/10,,19,400 block of Mt Pleasant Rd &,,,,40.481043,40.481043,,-80.002228,-80.002228,,,,,,,Northview Heights,1,,Firearm,,,,,
,Non-fatal Shooting,10260537,11/2/10,,15,Walter ST & Manton WY,RoadIntersection,High,40.42129017,40.42129017,,-79.99478973,-79.99478973,,,,,,,,Allentown,3,,Firearm,,,,,
,Non-fatal Shooting,10259529,11/1/10,,0,Sterling ST & Arlington AV,RoadIntersection,High,40.41727021,40.41727021,,-79.97450016,-79.97450016,,,,,,,,South Side Slopes,3,,Firearm,,,,,
,Aggravated Assaults with a Firearm,10260151,11/1/10,,19,114 Moultrie ST,Address,High,40.43848801,40.43848801,,-79.97396088,-79.97396088,,,house,place,40.43863737,-79.97401436,,West Oakland,4,,,,,,,
,Non-fatal Shooting,10259048,10/31/10,,3,6525 Hamilton AV,Address,High,40.459026,40.459026,,-79.913291,-79.913291,,,house,place,40.4590251,-79.9132824,,Larimer,5,,Firearm,,,,,
,Non-fatal Shooting,10258640,10/30/10,,19,1730 Belleau DR,Address,High,40.46138652,40.46138652,,-80.0071869,-80.0071869,,,house,place,40.46097308,-80.00733184,,Fineview,1,,Firearm,,,,,
,Non-fatal Shooting,10253380,10/23/10,,3,S Bouquet ST & Forbes AV,RoadIntersection,High,40.44194989,40.44194989,,-79.95642006,-79.95642006,,,,,,,,Central Oakland,4,,Firearm,,,,,
,Non-fatal Shooting,10251574,10/20/10,,15,400 N Beatty ST,Address,High,40.46534345,40.46534345,,-79.92478743,-79.92478743,,,house,place,40.465091,-79.924878,,East Liberty,5,,Firearm,,,,,
,Aggravated Assaults with a Firearm,10251849,10/20/10,,23,406 Kirkpatrick ST,Address,High,40.44456504,40.44456504,,-79.97564681,-79.97564681,,,house,place,40.44434877,-79.97542883,,Middle Hill,2,,,,,,,
,Non-fatal Shooting,10250828,10/19/10,,13,109 Imogene RD,Address,High,40.41346741,40.41346741,,-79.92332458,-79.92332458,,,house,place,40.413605,-79.923309,,Hazelwood,4,,Firearm,,,,,
,Non-fatal Shooting,10249302,10/17/10,,1,2526 Carey WY,Address,High,40.42700577,40.42700577,,-79.96908569,-79.96908569,,,house,place,40.4271987,-79.96960254,,South Side Flats,3,,Firearm,,,,,
,Aggravated Assaults with a Firearm,10247191,10/14/10,,1,2104 Elmore SQ,Address,High,40.44323333,40.44323333,,-79.97661039,-79.97661039,,,house,place,40.44240165,-79.97718069,,Terrace Village,2,,,,,,,
,Non-fatal Shooting,10247131,10/13/10,,22,2549 Chauncey DR,Address,High,40.45147844,40.45147844,,-79.97270577,-79.97270577,,,house,place,40.45146503,-79.97295186,,Bedford Dwellings,2,,Firearm,,,,,
,Aggravated Assaults with a Firearm,10245990,10/12/10,,13,Johnston AV & Rivermont DR,RoadIntersection,High,40.40673986,40.40673986,,-79.92746025,-79.92746025,,,,,,,,Glen Hazel,4,,,,,,,
,Non-fatal Shooting,10244782,10/10/10,,15,1400 Locust ST,Address,High,40.43608475,40.43608475,,-79.98537445,-79.98537445,,,house,place,40.436737,-79.985049,,Bluff,2,,Firearm,,,,,
,Aggravated Assaults with a Firearm,10244925,10/10/10,,19,2247 Holyoke ST,Address,High,40.46583557,40.46583557,,-80.01451874,-80.01451874,,,house,place,40.46562026,-80.01432805,,Perry South,1,,,,,,,
,Aggravated Assaults with a Firearm,10244966,10/10/10,,20,718 Montooth ST,Address,High,40.41604243,40.41604243,,-80.00591487,-80.00591487,,,house,place,40.41605202,-80.00596851,,Beltzhoover,3,,,,,,,
,Non-fatal Shooting,10243775,10/9/10,,1,S 20th ST & Wrights WY,RoadIntersection,High,40.4290498,40.4290498,,-79.97760013,-79.97760013,,,,,,,,South Side Flats,3,,Firearm,,,,,
,Aggravated Assaults with a Firearm,10243858,10/9/10,,5,632 Herschel ST,Address,High,40.43875873,40.43875873,,-80.04075274,-80.04075274,,,house,place,40.43875156,-80.04068353,,Elliott,6,,,,,,,
,Aggravated Assaults with a Firearm,10243009,10/8/10,,2,4924 Baum BL,Address,High,40.45458984,40.45458984,,-79.94550323,-79.94550323,,,,,,,,Bloomfield,5,,,,,,,
,Aggravated Assaults with a Firearm,10243070,10/8/10,,6,4075 Wind Gap AV,Address,High,40.46276718,40.46276718,,-80.07491201,-80.07491201,,,,,,,,Windgap,6,,,,,,,
,Non-fatal Shooting,10242258,10/6/10,,22,1637 Sandusky CT,Address,High,40.45984022,40.45984022,,-80.0061556,-80.0061556,,,house,place,40.45971387,-80.00579579,,Fineview,1,,Firearm,,,,,
,Non-fatal Shooting,10239854,10/3/10,,0,E Warrington AV & Walter ST,RoadIntersection,High,40.42178974,40.42178974,,-79.99477968,-79.99477968,,,,,,,,Allentown,3,,Firearm,,,,,
,Aggravated Assaults with a Firearm,10240325,10/3/10,,19,2125 Elmore SQ,Address,High,40.44249572,40.44249572,,-79.97713208,-79.97713208,,,house,place,40.44281903,-79.97705212,,Terrace Village,2,,,,,,,
,Non-fatal Shooting,10236924,9/28/10,,17,N Braddock AV & Finance ST,RoadIntersection,High,40.45067164,40.45067164,,-79.8925219,-79.8925219,,,,,,,,Homewood South,5,,Firearm,,,,,
,Aggravated Assaults with a Firearm,10236554,9/28/10,,2,Ohio River (Rt 65) BL & Termon AV,RoadIntersection,High,40.48347312,40.48347312,,-80.06130147,-80.06130147,,,,,,,,Brighton Heights,1,,,,,,,
,Aggravated Assaults with a Firearm,10236152,9/27/10,,14,200 Penfort ST,Address,High,40.47458433,40.47458433,,-80.00209339,-80.00209339,,,residential,highway,40.4737208,-80.0029178,,Northview Heights,1,,,,,,,
,Aggravated Assaults with a Firearm,10234405,9/24/10,,23,218 Dengler ST,Address,High,40.41487122,40.41487122,,-79.96791077,-79.96791077,,,house,place,40.41493,-79.967752,,Arlington,3,,,,,,,
,Aggravated Assaults with a Firearm,10233226,9/23/10,,14,Winston ST & Gertrude ST,RoadIntersection,High,40.40475033,40.40475033,,-79.94150028,-79.94150028,,,,,,,,Hazelwood,4,,,,,,,
,Aggravated Assaults with a Firearm,10233330,9/23/10,,16,2721 Sageman AV,Address,High,40.38693237,40.38693237,,-80.01509857,-80.01509857,,,house,place,40.38703448,-80.01536658,,Brookline,6,,,,,,,
,Non-fatal Shooting,10232406,9/22/10,,11,Montooth ST & Brice WY,RoadIntersection,High,40.41868977,40.41868977,,-80.00598997,-80.00598997,,,,,,,,Beltzhoover,3,,Firearm,,,,,
,Aggravated Assaults with a Firearm,10231712,9/21/10,,13,Wylie AV & Roberts ST,RoadIntersection,High,40.44357871,40.44357871,,-79.98422806,-79.98422806,,,,,,,,Crawford Roberts,2,,,,,,,
,Aggravated Assaults with a Firearm,10231793,9/21/10,,15,Arlington AV & Josephine ST,RoadIntersection,High,40.41738018,40.41738018,,-79.96545978,-79.96545978,,,,,,,,Arlington Heights,3,,,,,,,
,Aggravated Assaults with a Firearm,10232024,9/21/10,,21,840 Spring Garden AV,Address,High,40.457668,40.457668,,-79.996337,-79.996337,,,tertiary,highway,40.4764516,-79.9895694,,East Allegheny,1,,,,,,,
,Aggravated Assaults with a Firearm,10232599,9/21/10,,19,7706 Tioga ST,Address,High,40.45108013,40.45108013,,-79.88978595,-79.88978595,,,house,place,40.45107128,-79.88983466,,Homewood South,5,,,,,,,
,Aggravated Assaults with a Firearm,10233961,9/21/10,,12,3117 CENTRE AV,Address,High,40.44882171,40.44882171,,-79.96174492,-79.96174492,,,primary,highway,40.4612076,-79.9223654,,Upper Hill,2,,,,,,,
,Aggravated Assaults with a Firearm,10231364,9/20/10,,22,541 Cora ST,Address,High,40.45106538,40.45106538,,-79.88751613,-79.88751613,,,house,place,40.45139067,-79.88736931,,Homewood South,5,,,,,,,
,Aggravated Assaults with a Firearm,10231372,9/20/10,,22,Mt Pleasant RD & Hazlett ST,RoadIntersection,High,40.47772989,40.47772989,,-80.0001803,-80.0001803,,,,,,,,Northview Heights,1,,,,,,,
,Aggravated Assaults with a Firearm,10230086,9/19/10,,2,Saw Mill Run BL & Crane AV,RoadIntersection,High,40.41698992,40.41698992,,-80.01452006,-80.01452006,,,,,,,,Mount Washington,3,,,,,,,
,Aggravated Assaults with a Firearm,10229582,9/18/10,,12,5456 Penn AV,Address,High,40.464225,40.464225,,-79.933639,-79.933639,,,house,place,40.46441232,-79.93365473,,Friendship,5,,,,,,,
,Non-fatal Shooting,10228652,9/17/10,,10,Frankstown AV & Neuman WY,RoadIntersection,High,40.45538977,40.45538977,,-79.88754027,-79.88754027,,,,,,,,Homewood North,5,,Firearm,,,,,
,Aggravated Assaults with a Firearm,10228375,9/16/10,,21,Perrysville AV & Milroy ST,RoadIntersection,High,40.47565989,40.47565989,,-80.0121101,-80.0121101,,,,,,,,Perry North,1,,,,,,,
,Aggravated Assaults with a Firearm,10227438,9/15/10,,15,316 Winston ST,Address,High,40.40498734,40.40498734,,-79.93844604,-79.93844604,,,house,place,40.40507702,-79.93897827,,Hazelwood,4,,,,,,,
,Aggravated Assaults with a Firearm,10227652,9/15/10,,20,6545 Deary ST,Address,High,40.46645737,40.46645737,,-79.90424347,-79.90424347,,,house,place,40.46664538,-79.90489678,,Lincoln Lemington Belmar,5,,,,,,,
,Non-fatal Shooting,10226156,9/13/10,,19,Mc Kinley PK &,,,,40.413633,40.413633,,-80.002484,-80.002484,,,,,,,Beltzhoover,3,,Firearm,,,,,
,Non-fatal Shooting,10224982,9/12/10,,1,3926 Perrysville AV,Address,High,40.49039125,40.49039125,,-80.01861244,-80.01861244,,,house,place,40.49048871,-80.01870867,,Perry North,1,,Firearm,,,,,
,Non-fatal Shooting,10225520,9/12/10,,21,427 Lincoln AV,Address,High,40.55294506,40.55294506,,-80.04393384,-80.04393384,,,house,place,40.4610667,-79.9107045,,Larimer,5,,Firearm,,,,,
,Non-fatal Shooting,10224309,9/11/10,,2,408 Mt. Pleasant RD,Address,High,40.48010029,40.48010029,,-80.00193112,-80.00193112,,,tertiary,highway,40.482969,-80.0036749,,Crawford Roberts,1,,Firearm,,,,,
,Aggravated Assaults with a Firearm,10224061,9/10/10,,20,5704 Penn AV,Address,High,40.46274908,40.46274908,,-79.92869407,-79.92869407,,,house,place,40.4622682,-79.928731,,East Liberty,5,,,,,,,
,Aggravated Assaults with a Firearm,10223363,9/9/10,,19,2800 N Charles ST,Address,High,40.46984482,40.46984482,,-80.0137558,-80.0137558,,,house,place,40.469846,-80.0137429,,Perry South,1,,,,,,,
,Aggravated Assaults with a Firearm,10223379,9/9/10,,21,8600 Frankstown RD,Address,High,40.45874454,40.45874454,,-79.8750177,-79.8750177,,,secondary,highway,40.4598084,-79.8738905,,East Hills,5,,,,,,,
,Aggravated Assaults with a Firearm,10222316,9/8/10,,13,Mountain AV & Fisher ST,RoadIntersection,High,40.4115148,40.4115148,,-79.97724969,-79.97724969,,,,,,,,St. Clair,3,,,,,,,
,Aggravated Assaults with a Firearm,10222695,9/8/10,,21,2253 Wilner DR,Address,High,40.45412108,40.45412108,,-79.86905046,-79.86905046,,,house,place,40.45408582,-79.86861762,,East Hills,5,,,,,,,
,Aggravated Assaults with a Firearm,10222959,9/8/10,,23,304 Mayfield AV,Address,High,40.47357941,40.47357941,,-80.01380157,-80.01380157,,,house,place,40.4735338,-80.013798,,Perry South,1,,,,,,,
,Aggravated Assaults with a Firearm,10222611,9/6/10,,20,1102 Woodland AV,Address,High,40.47003555,40.47003555,,-80.02625275,-80.02625275,,,residential,highway,40.4690771,-80.0300983,,Marshall Shadeland,1,,,,,,,
,Aggravated Assaults with a Firearm,10219240,9/4/10,,0,910 Portland ST,Address,High,40.47289658,40.47289658,,-79.92466736,-79.92466736,,,house,place,40.4729388,-79.9247612,,Highland Park,5,,,,,,,
,Aggravated Assaults with a Firearm,10219373,9/4/10,,4,Moore Ave AV & Knox AV,RoadIntersection,High,40.4114002,40.4114002,,-79.9904003,-79.9904003,,,,,,,,Knoxville,3,,,,,,,
,Aggravated Assaults with a Firearm,10218819,9/3/10,,15,400 Millbridge ST,Address,High,40.41902161,40.41902161,,-79.99600983,-79.99600983,,,house,place,40.418994,-79.995852,,Allentown,3,,,,,,,
,Aggravated Assaults with a Firearm,10217739,9/2/10,,0,255 E OHIO ST,Address,High,40.45217514,40.45217514,,-80.00279999,-80.00279999,,,house,place,40.45298066,-80.00309015,,Allegheny Center,1,,,,,,,
,Aggravated Assaults with a Firearm,10217910,9/2/10,,13,McKees Rocks BRDG & Ohio River BL,RoadIntersection,High,40.47890938,40.47890938,,-80.04306923,-80.04306923,,,,,,,,Brighton Heights,1,,,,,,,
,Aggravated Assaults with a Firearm,10217918,9/2/10,,13,3304 Fleming AV,Address,High,40.47554016,40.47554016,,-80.03739166,-80.03739166,,,house,place,40.47595572,-80.0377724,,Brighton Heights,1,,,,,,,
,Aggravated Assaults with a Firearm,10217937,9/2/10,,12,1413 Chicago ST,Address,High,40.47880478,40.47880478,,-80.00056252,-80.00056252,,,residential,highway,40.4781397,-80.0029449,,Northview Heights,1,,,,,,,
,Aggravated Assaults with a Firearm,10218906,9/2/10,,22,2643 Brighton RD,Address,High,40.46924591,40.46924591,,-80.02561951,-80.02561951,,,house,place,40.46926155,-80.02563405,,Marshall Shadeland,1,,,,,,,
,Non-fatal Shooting,10216811,8/31/10,,23,630 Eureka ST,Address,High,40.42365521,40.42365521,,-79.99649696,-79.99649696,,,house,place,40.42363311,-79.996137,,Allentown,3,,Firearm,,,,,
,Non-fatal Shooting,10215976,8/30/10,,23,W Burgess ST & Holyoke ST,RoadIntersection,High,40.46599706,40.46599706,,-80.01436359,-80.01436359,,,,,,,,Perry South,1,,Firearm,,,,,
,Aggravated Assaults with a Firearm,10215955,8/30/10,,23,208 Rochelle ST,Address,High,40.41488647,40.41488647,,-79.99108124,-79.99108124,,,house,place,40.41501624,-79.99088294,,Knoxville,3,,,,,,,
,Aggravated Assaults with a Firearm,10215980,8/30/10,,23,2247 Holyoke ST,Address,High,40.46583557,40.46583557,,-80.01451874,-80.01451874,,,house,place,40.46562026,-80.01432805,,Perry South,1,,,,,,,
,Non-fatal Shooting,10214698,8/29/10,,2,436 Grant ST,Address,High,40.43879318,40.43879318,,-79.99640656,-79.99640656,,,house,place,40.43887323,-79.99709576,,Central Business District,2,,Firearm,,,,,
,Non-fatal Shooting,10214785,8/29/10,,3,Hamilton AV & N Dallas AV,RoadIntersection,High,40.45626014,40.45626014,,-79.90478016,-79.90478016,,,,,,,,Homewood West,5,,Firearm,,,,,
,Aggravated Assaults with a Firearm,10215218,8/29/10,,21,1102 Woodland AV,Address,High,40.47003555,40.47003555,,-80.02625275,-80.02625275,,,residential,highway,40.4690771,-80.0300983,,Marshall Shadeland,1,,,,,,,
,Aggravated Assaults with a Firearm,10214577,8/28/10,,23,18 Divinity ST,Address,High,40.46302032,40.46302032,,-80.0120697,-80.0120697,,,house,place,40.4631051,-80.0121052,,Perry South,1,,,,,,,
,Non-fatal Shooting,10213664,8/27/10,,20,2427 Chauncey DR,Address,High,40.45060337,40.45060337,,-79.97492261,-79.97492261,,,house,place,40.4503352,-79.97508134,,Bedford Dwellings,2,,Firearm,,,,,
,Aggravated Assaults with a Firearm,10213491,8/27/10,,16,2101 Arlington AV,Address,High,40.41802597,40.41802597,,-79.97719574,-79.97719574,,,house,place,40.417891,-79.977246,,South Side Slopes,3,,,,,,,
,Aggravated Assaults with a Firearm,10213781,8/27/10,,22,112 Knox AV,Address,High,40.414985,40.414985,,-79.990287,-79.990287,,,house,place,40.41494567,-79.990436,,Knoxville,3,,,,,,,
,Non-fatal Shooting,10212955,8/26/10,,21,1217 Juniata ST,Address,High,40.45721054,40.45721054,,-80.0239563,-80.0239563,,,house,place,40.45739041,-80.02356458,,Manchester,1,,Firearm,,,,,
,Non-fatal Shooting,10212988,8/26/10,,22,Webster AV & Kirkpatrick ST,RoadIntersection,High,40.44732973,40.44732973,,-79.97781001,-79.97781001,,,,,,,,Middle Hill,2,,Firearm,,,,,
,Aggravated Assaults with a Firearm,10211536,8/25/10,,1,1008 Morrison ST,Address,High,40.46046448,40.46046448,,-80.02223206,-80.02223206,,,house,place,40.46036776,-80.02205341,,California Kirkbride,1,,,,,,,
,Non-fatal Shooting,10210406,8/23/10,,15,Essen ST & Sunset AV,RoadIntersection,High,40.47325999,40.47325999,,-80.00053972,-80.00053972,,,,,,,,Northview Heights,1,,Firearm,,,,,
,Non-fatal Shooting,10210692,8/23/10,,22,7200 Kedron ST,Address,High,40.46073541,40.46073541,,-79.89481576,-79.89481576,,,house,place,40.460707,-79.894844,,Homewood North,5,,Firearm,,,,,
,Aggravated Assaults with a Firearm,10210046,8/23/10,,0,1109 E Carson ST,Address,High,40.428936,40.428936,,-79.98706818,-79.98706818,,,pub,amenity,40.42888815,-79.98706865,,South Side Flats,3,,,,,,,
,Aggravated Assaults with a Firearm,10210368,8/23/10,,12,1311 Halsey PL,Address,High,40.46424484,40.46424484,,-80.02907562,-80.02907562,,,house,place,40.46443568,-80.02879468,,Marshall Shadeland,1,,,,,,,
,Non-fatal Shooting,10207889,8/20/10,,3,Brighton RD & Woods Run AV,RoadIntersection,High,40.47654971,40.47654971,,-80.0317499,-80.0317499,,,,,,,,Brighton Heights,1,,Firearm,,,,,
,Aggravated Assaults with a Firearm,10208259,8/20/10,,16,2258 East Hills DR,Address,High,40.45464344,40.45464344,,-79.87188891,-79.87188891,,,house,place,40.45462308,-79.87180706,,East Hills,5,,,,,,,
,Non-fatal Shooting,10206316,8/18/10,,1,2411 Park Hill DR,Address,High,40.45584106,40.45584106,,-79.87411499,-79.87411499,,,house,place,40.45646368,-79.87312075,,East Hills,5,,Firearm,,,,,
,Non-fatal Shooting,10206886,8/18/10,,18,Hays ST & Ormsby AV,RoadIntersection,High,40.41259982,40.41259982,,-79.98777978,-79.98777978,,,,,,,,Outside City,OSC,,Firearm,,,,,
,Aggravated Assaults with a Firearm,10207017,8/18/10,,23,217 Shiloh ST,Address,High,40.42999595,40.42999595,,-80.00731096,-80.00731096,,,restaurant,amenity,40.4301802,-80.0072567,,Mount Washington,3,,,,,,,
,Non-fatal Shooting,10205581,8/17/10,,2,2023 Eggers ST,Address,High,40.4676857,40.4676857,,-79.97811127,-79.97811127,,,house,place,40.46787271,-79.97819976,,Troy Hill,1,,Firearm,,,,,
,Non-fatal Shooting,10205487,8/16/10,,23,2523 Chauncey DR,Address,High,40.4513564,40.4513564,,-79.97311614,-79.97311614,,,house,place,40.45124624,-79.9734475,,Bedford Dwellings,2,,Firearm,,,,,
,Aggravated Assaults with a Firearm,10204886,8/16/10,,1,1110 N Murtland ST,Address,High,40.46063614,40.46063614,,-79.90000153,-79.90000153,,,house,place,40.46063883,-79.900165,,Homewood West,5,,,,,,,
,Aggravated Assaults with a Firearm,10205093,8/16/10,,0,1521 Bedford AV,Address,High,40.444332,40.444332,,-79.988006,-79.988006,,,house,place,40.44426682,-79.98796482,,Crawford Roberts,2,,,,,,,
,Non-fatal Shooting,10204524,8/15/10,,12,1039 Woods Run AV,Address,High,40.47816086,40.47816086,,-80.02767944,-80.02767944,,,house,place,40.47812218,-80.02798172,,Marshall Shadeland,1,,Firearm,,,,,
,Non-fatal Shooting,10204596,8/15/10,,15,500 N Lang AV,Address,High,40.45385286,40.45385286,,-79.90054429,-79.90054429,,,house,place,40.453519,-79.900794,,Homewood South,5,,Firearm,,,,,
,Aggravated Assaults with a Firearm,10204273,8/15/10,,0,240 Kennedy AV,Address,High,40.47434235,40.47434235,,-80.01210022,-80.01210022,,,house,place,40.47425488,-80.01172759,,Perry South,1,,,,,,,
,Aggravated Assaults with a Firearm,10204191,8/14/10,,22,2171 Bedford AV,Address,High,40.44792518,40.44792518,,-79.97912027,-79.97912027,,,house,place,40.44804307,-79.97898559,,Bedford Dwellings,2,,,,,,,
,Non-fatal Shooting,10202038,8/12/10,,0,601 Sheraden BL,RoadBlock,Medium,40.4534111,40.4534111,,-80.05410767,-80.05410767,,,,,,,,Sheraden,6,,Firearm,,,,,
